"","from","Augur","Digix","Golem"
"1414",3.48476896722891e+47,0,1,0
"1415",3.4850419694031e+47,1,0,0
"1416",3.48738563864016e+47,0,2,3
"1417",3.48875211043157e+47,0,1,0
"1418",3.4892701805428e+47,0,1,0
"1419",3.49219090247889e+47,0,0,1
"1420",3.49470631485683e+47,0,1,0
"1421",3.49855695858475e+47,2,0,0
"1422",3.49861798284734e+47,0,0,3
"1423",3.49880557168879e+47,0,0,4
"1424",3.50356354331349e+47,1,0,0
"1425",3.50373140311971e+47,0,1,0
"1426",3.50456184915108e+47,26,0,0
"1427",3.50485397115373e+47,0,0,1
"1428",3.51129923436212e+47,0,0,2
"1429",3.52310483552741e+47,32,0,0
"1430",3.52452447874099e+47,1,0,0
"1431",3.52489480003752e+47,0,1,0
"1432",3.53092126864941e+47,2,0,0
"1433",3.53185900861193e+47,0,0,1
"1434",3.5320953229291e+47,1,0,0
"1435",3.53233693517389e+47,0,1,0
"1436",3.53471149972265e+47,0,1,0
"1437",3.54039049355006e+47,1,0,0
"1438",3.54667032098084e+47,0,1,0
"1439",3.54843885655055e+47,0,0,1
"1440",3.5493515427713e+47,0,0,1
"1441",3.5559568097486e+47,0,0,21
"1442",3.56143914182653e+47,0,1,0
"1443",3.56431504816396e+47,0,0,1
"1444",3.56555428152236e+47,0,1,0
"1445",3.56916320043147e+47,0,1,0
"1446",3.5749562620943e+47,1,0,0
"1447",3.57826374810635e+47,0,2,12
"1448",3.58279518334389e+47,1,0,0
"1449",3.58761219955708e+47,0,0,1
"1450",3.58806829142898e+47,0,0,1
"1451",3.5883869167486e+47,0,0,2
"1452",3.59323799456242e+47,0,1,0
"1453",3.59442279349539e+47,0,1,0
"1454",3.59515710041257e+47,0,1,0
"1455",3.59551142485557e+47,0,1,0
"1456",3.59976505670703e+47,0,0,1
"1457",3.60866994367228e+47,0,2,0
"1458",3.60938310629774e+47,0,1,0
"1459",3.61913303656235e+47,0,0,2
"1460",3.62468929599104e+47,1,0,0
"1461",3.63354322106004e+47,0,6,0
"1462",3.63355579496828e+47,0,1,0
"1463",3.63791848598944e+47,0,1,0
"1464",3.63821768608228e+47,0,1,0
"1465",3.64977303334484e+47,0,1,0
"1466",3.65822348605597e+47,0,1,0
"1467",3.6582257478698e+47,0,1,0
"1468",3.65841054475794e+47,0,1,0
"1469",3.65877626111679e+47,0,1,0
"1470",3.660274453377e+47,0,3,0
"1471",3.66110395499951e+47,0,1,0
"1472",3.66118689787609e+47,1,0,0
"1473",3.66281621883993e+47,0,3,0
"1474",3.67414378764653e+47,1,0,0
"1475",3.67563516184688e+47,0,8,0
"1476",3.68009472159775e+47,0,1,0
"1477",3.68010296781092e+47,0,1,0
"1478",3.68342863605692e+47,0,0,1
"1479",3.68454305694372e+47,0,1,0
"1480",3.68770896526874e+47,1,0,0
"1481",3.68959100466323e+47,0,0,3
"1482",3.69058947826128e+47,4,0,0
"1483",3.6951712268925e+47,0,121,0
"1484",3.69817883346556e+47,4,0,0
"1485",3.6988250335011e+47,0,1,0
"1486",3.7022740042419e+47,5,0,0
"1487",3.70246655396752e+47,0,2,0
"1488",3.70455583011227e+47,0,0,7
"1489",3.70530492300069e+47,0,1,0
"1490",3.70573049962858e+47,0,0,1
"1491",3.70740077283071e+47,2,0,0
"1492",3.70746023511066e+47,0,0,1
"1493",3.71356729715427e+47,0,2,0
"1494",3.71506776038782e+47,1,0,0
"1495",3.7200994184461e+47,0,0,5
"1496",3.72333576224342e+47,1,0,0
"1497",3.72766496802843e+47,1,0,0
"1498",3.72797851906803e+47,0,0,2
"1499",3.73194282179934e+47,0,1,0
"1500",3.732993447546e+47,5,0,3
"1501",3.7355650434729e+47,1,0,5
"1502",3.73671606108243e+47,0,1,0
"1503",3.73820664188611e+47,0,0,2
"1504",3.73839331730323e+47,0,0,2
"1505",3.73848192768409e+47,0,1,0
"1506",3.74747459309998e+47,0,0,1
"1507",3.74833900995529e+47,0,0,3
"1508",3.75229422003857e+47,0,0,1
"1509",3.75613373813855e+47,0,1,0
"1510",3.75816892930709e+47,1,0,0
"1511",3.76518911422954e+47,8,0,0
"1512",3.7690759506387e+47,1,0,0
"1513",3.77172003099313e+47,0,1,0
"1514",3.78351839969307e+47,0,2,0
"1515",3.78378393339243e+47,0,16,0
"1516",3.7859098630695e+47,14,0,0
"1517",3.7865752331827e+47,0,14,0
"1518",3.78899526274374e+47,0,3,0
"1519",3.79143439091163e+47,1,0,0
"1520",3.79234262420578e+47,0,1,0
"1521",3.79362909107306e+47,2,0,0
"1522",3.79517096822146e+47,0,1,0
"1523",3.79812969879988e+47,0,0,4
"1524",3.81666976795015e+47,0,1,0
"1525",3.81987358650038e+47,0,1,0
"1526",3.82280914168138e+47,4,0,0
"1527",3.82312478021612e+47,0,0,1
"1528",3.82521215904738e+47,1,0,0
"1529",3.83036144635157e+47,2,0,0
"1530",3.83171761444271e+47,1,0,0
"1531",3.83327860882015e+47,12,0,0
"1532",3.83459516581614e+47,1,0,0
"1533",3.8355873480418e+47,0,0,1
"1534",3.83600962998775e+47,2,0,0
"1535",3.83970765845368e+47,0,0,1
"1536",3.84369602177632e+47,2,0,0
"1537",3.84630298537314e+47,0,1,0
"1538",3.8473669017044e+47,2,0,0
"1539",3.84796375174175e+47,0,8,0
"1540",3.84931072189789e+47,0,0,2
"1541",3.851397359731e+47,0,0,107
"1542",3.8600770901983e+47,2,0,0
"1543",3.8602435296069e+47,1,0,0
"1544",3.86147018252204e+47,0,1,0
"1545",3.86523585885526e+47,0,0,1
"1546",3.8657358338955e+47,0,1,0
"1547",3.86634272540893e+47,3,0,0
"1548",3.87930175284595e+47,0,1,0
"1549",3.8801588089222e+47,0,0,25
"1550",3.88359356972445e+47,0,4,0
"1551",3.88363490252739e+47,0,0,1
"1552",3.88409055155455e+47,2,0,0
"1553",3.88513445268301e+47,0,0,1
"1554",3.89038308745368e+47,4,0,0
"1555",3.89190971031408e+47,0,0,1
"1556",3.89471030866524e+47,1,0,0
"1557",3.89574997737046e+47,0,0,1
"1558",3.89606802330595e+47,0,2,0
"1559",3.89755948515378e+47,3,0,0
"1560",3.89771070345134e+47,1,0,0
"1561",3.8977757772481e+47,0,0,1
"1562",3.89904787360031e+47,0,0,2
"1563",3.89928336879233e+47,2,2,0
"1564",3.90203989906553e+47,5,0,0
"1565",3.90417125184432e+47,0,1,0
"1566",3.90842975809403e+47,1,0,0
"1567",3.90920200777336e+47,0,0,4
"1568",3.91064881178022e+47,0,1,0
"1569",3.91406724932668e+47,1,0,0
"1570",3.91537457261738e+47,1,0,0
"1571",3.9156459270865e+47,1,0,0
"1572",3.91812277905993e+47,0,0,3
"1573",3.91878773232438e+47,1,0,0
"1574",3.92050531745279e+47,0,0,4
"1575",3.92069612188734e+47,0,0,1
"1576",3.92189346925389e+47,0,9,0
"1577",3.92286368031717e+47,0,0,7
"1578",3.92286719247805e+47,2,0,0
"1579",3.92464688282835e+47,0,7,0
"1580",3.9274387483067e+47,0,0,4
"1581",3.92911647910907e+47,1,0,0
"1582",3.92963057342139e+47,1,0,0
"1583",3.93140361150546e+47,2,0,0
"1584",3.9325106458979e+47,0,1,0
"1585",3.93661089681472e+47,0,1,0
"1586",3.93688728623531e+47,0,0,1
"1587",3.94152151744583e+47,0,1,0
"1588",3.9479388686974e+47,8,12,0
"1589",3.95565201629046e+47,5,0,0
"1590",3.95596661795865e+47,0,2,0
"1591",3.95661849450109e+47,1,0,0
"1592",3.96029330704214e+47,0,0,2
"1593",3.9603044683789e+47,0,0,35
"1594",3.96253201818339e+47,0,0,74
"1595",3.97579720794029e+47,0,1,0
"1596",3.9823368605082e+47,1,0,0
"1597",3.98340371348062e+47,2,0,0
"1598",3.98361405373072e+47,0,7,0
"1599",3.98365453824242e+47,1,0,0
"1600",3.98427542159525e+47,2,0,0
"1601",3.98737652031872e+47,0,0,4
"1602",3.98771097141542e+47,1,0,0
"1603",3.98801499785408e+47,3,0,0
"1604",3.99125894520743e+47,0,1,2
"1605",3.9931486551985e+47,0,0,1
"1606",3.99608009923207e+47,0,3,0
"1607",3.99663990071892e+47,0,1,0
"1608",3.99741814054434e+47,0,0,2
"1609",4.00094872949114e+47,0,0,1
"1610",4.0016608279532e+47,0,0,3
"1611",4.00175598133216e+47,1,0,0
"1612",4.00194622132578e+47,0,0,1
"1613",4.00847020335124e+47,0,1,0
"1614",4.01252610479758e+47,0,1,0
"1615",4.01292748554346e+47,0,1,0
"1616",4.01300739449733e+47,0,2,0
"1617",4.01827627357089e+47,0,0,1
"1618",4.02152068842216e+47,1,0,0
"1619",4.02440945253441e+47,2,0,1
"1620",4.02750489966537e+47,0,0,1
"1621",4.03133289861559e+47,0,0,2
"1622",4.03235239364367e+47,1,0,0
"1623",4.03360509345502e+47,6,0,0
"1624",4.03361796570752e+47,0,0,1
"1625",4.03427457940481e+47,2,0,0
"1626",4.03886022713614e+47,0,0,2
"1627",4.03932835687818e+47,0,0,1
"1628",4.0398095226607e+47,0,0,1
"1629",4.04173582070212e+47,1,0,0
"1630",4.04279596371815e+47,0,0,1
"1631",4.05120259685067e+47,0,0,1
"1632",4.06548772767624e+47,0,5,0
"1633",4.06559723737496e+47,0,0,2
"1634",4.07090672877552e+47,0,1,0
"1635",4.07157140825902e+47,0,1,0
"1636",4.0756376591746e+47,0,1,0
"1637",4.07676331565268e+47,4,0,0
"1638",4.07785440878193e+47,0,1,0
"1639",4.07811818526414e+47,0,0,1
"1640",4.08053509352877e+47,1,0,0
"1641",4.08246780374511e+47,0,0,1
"1642",4.09167922873584e+47,0,0,7
"1643",4.10015639197382e+47,0,1,0
"1644",4.10175605819976e+47,2,0,0
"1645",4.10363634559496e+47,2,0,0
"1646",4.10407415209407e+47,2,0,0
"1647",4.10478742947017e+47,1,0,0
"1648",4.10860925769264e+47,2,0,0
"1649",4.10895763693224e+47,0,1,0
"1650",4.10985188231451e+47,0,1,0
"1651",4.11300807693581e+47,0,5,0
"1652",4.11481186778562e+47,5,0,0
"1653",4.11708077393065e+47,0,0,105
"1654",4.11731647636687e+47,0,4,0
"1655",4.11763408588393e+47,0,0,1
"1656",4.11784575316022e+47,1,0,0
"1657",4.11818742989815e+47,1,0,0
"1658",4.12229275097763e+47,0,0,2
"1659",4.12712328834919e+47,0,0,1
"1660",4.12755632762731e+47,0,0,1
"1661",4.13182506561733e+47,0,0,12
"1662",4.13256708968266e+47,0,1,0
"1663",4.13483525374034e+47,0,1,0
"1664",4.13750966258022e+47,0,1,0
"1665",4.14687352536974e+47,0,4,0
"1666",4.14687410184085e+47,0,0,15
"1667",4.15337565952767e+47,0,1,0
"1668",4.15472423397786e+47,0,0,1
"1669",4.1648249121858e+47,0,0,2
"1670",4.16670486798527e+47,1,0,0
"1671",4.1677620585073e+47,0,1,0
"1672",4.1756433913968e+47,1,0,0
"1673",4.17973232679982e+47,4,0,0
"1674",4.18043896980147e+47,2,0,0
"1675",4.182944647644e+47,0,1,0
"1676",4.1830112311681e+47,0,1,0
"1677",4.18446332877851e+47,0,0,1
"1678",4.19089645667938e+47,1,0,0
"1679",4.19300177074731e+47,0,2,0
"1680",4.19393555931246e+47,0,2,0
"1681",4.199908812151e+47,0,1,0
"1682",4.20261447159003e+47,1,0,0
"1683",4.20349396417014e+47,1,0,0
"1684",4.20414427706106e+47,3,0,0
"1685",4.20720830918687e+47,0,1,0
"1686",4.20865671614769e+47,0,1,0
"1687",4.20962993857649e+47,2,0,0
"1688",4.2097034511072e+47,0,2,0
"1689",4.21077629067864e+47,0,0,3
"1690",4.21083188731785e+47,1,0,0
"1691",4.21200109308474e+47,1,0,0
"1692",4.21304239735567e+47,3,0,0
"1693",4.2189307984809e+47,0,1,0
"1694",4.21920266685254e+47,0,0,6
"1695",4.22039638745433e+47,1,0,0
"1696",4.22169123446414e+47,0,1,0
"1697",4.22431420023912e+47,0,5,0
"1698",4.22514669604064e+47,0,5,0
"1699",4.22526828450584e+47,0,6,0
"1700",4.22940643795273e+47,0,2,0
"1701",4.22948558108127e+47,0,1,0
"1702",4.2314354566997e+47,0,6,0
"1703",4.23144078323229e+47,2,0,0
"1704",4.24050661144236e+47,0,0,7
"1705",4.24233489480627e+47,0,0,3
"1706",4.2494820472174e+47,0,1,0
"1707",4.25002179292567e+47,0,0,2
"1708",4.25140859581227e+47,2,0,0
"1709",4.25234493415007e+47,2,0,0
"1710",4.2526675715029e+47,0,0,1
"1711",4.25804308731173e+47,0,1,0
"1712",4.26010183968467e+47,2,2,0
"1713",4.26256377469707e+47,1,0,0
"1714",4.26256890438465e+47,0,4,0
"1715",4.2631882121912e+47,0,2,0
"1716",4.26692822869537e+47,2,0,0
"1717",4.27222290569636e+47,0,1,0
"1718",4.27426468862966e+47,1,0,0
"1719",4.27466404856464e+47,0,0,1
"1720",4.27601873786991e+47,0,0,4
"1721",4.27820527459354e+47,2,0,0
"1722",4.27884940319219e+47,1,0,0
"1723",4.28291850592842e+47,0,2,0
"1724",4.28374090137493e+47,1,0,0
"1725",4.28481824235576e+47,0,1,0
"1726",4.28485692371004e+47,0,1,0
"1727",4.28555507649383e+47,0,0,2
"1728",4.29271781701383e+47,0,1,0
"1729",4.30040457751354e+47,0,0,2
"1730",4.30138177826262e+47,3,0,0
"1731",4.30192187486251e+47,0,1,0
"1732",4.30331694887937e+47,1,0,0
"1733",4.30497479496541e+47,0,1,0
"1734",4.30716529753617e+47,4,0,0
"1735",4.30792930220913e+47,0,1,0
"1736",4.30947703416663e+47,0,0,1
"1737",4.31218423559384e+47,0,0,2
"1738",4.3121935556629e+47,3,0,0
"1739",4.31300723334707e+47,0,0,1
"1740",4.31499545311927e+47,0,0,2
"1741",4.31501184217711e+47,0,1,0
"1742",4.31570847381502e+47,0,0,3
"1743",4.31617754306235e+47,0,1,0
"1744",4.31761409554501e+47,0,5,0
"1745",4.32061956892656e+47,0,1,0
"1746",4.32791073914467e+47,1,0,0
"1747",4.328446971146e+47,1,0,0
"1748",4.33340428964349e+47,1,0,0
"1749",4.33621926199784e+47,0,0,11
"1750",4.33663872465732e+47,0,0,1
"1751",4.33690570841634e+47,0,0,1
"1752",4.33721541007116e+47,0,0,1
"1753",4.33811250352449e+47,0,0,7
"1754",4.3408559445349e+47,0,1,0
"1755",4.34364021067942e+47,2,0,0
"1756",4.34883501120514e+47,0,0,3
"1757",4.35168966556085e+47,0,0,13
"1758",4.35258229272848e+47,1,0,0
"1759",4.354553661166e+47,0,1,0
"1760",4.35760612801407e+47,0,1,0
"1761",4.36722969809601e+47,0,0,3
"1762",4.36945692783824e+47,0,1,0
"1763",4.37188329296752e+47,1,0,0
"1764",4.37249755592158e+47,0,0,4
"1765",4.37332658871e+47,0,5,0
"1766",4.37351799756324e+47,1,0,0
"1767",4.37517393346233e+47,0,1,0
"1768",4.37556226292387e+47,0,3,0
"1769",4.37653941571085e+47,1,0,0
"1770",4.38733102574436e+47,0,0,1
"1771",4.38964262932263e+47,0,0,1
"1772",4.39297405322036e+47,0,11,0
"1773",4.396610329643e+47,0,0,3
"1774",4.39868616196828e+47,0,0,5
"1775",4.40176177019266e+47,0,1,0
"1776",4.40250106861502e+47,0,1,0
"1777",4.40522006914663e+47,0,0,1
"1778",4.4076342772769e+47,6,0,0
"1779",4.41063739614715e+47,1,0,0
"1780",4.41069574579557e+47,0,4,0
"1781",4.41433129920433e+47,0,1,0
"1782",4.41852823632237e+47,0,0,1
"1783",4.41890636377091e+47,0,0,2
"1784",4.42541341807137e+47,1,0,0
"1785",4.43221666275811e+47,2,0,0
"1786",4.43268763846897e+47,9,0,0
"1787",4.43610584183074e+47,2,0,0
"1788",4.43713626262361e+47,31,0,0
"1789",4.43771345311543e+47,0,0,1
"1790",4.44027862875879e+47,0,1,0
"1791",4.44329113845876e+47,0,0,4
"1792",4.44638092646009e+47,0,7,0
"1793",4.44711832142872e+47,0,1,0
"1794",4.44826552230278e+47,1,0,0
"1795",4.45370726638624e+47,0,2,0
"1796",4.45555314190877e+47,0,0,1
"1797",4.45768686797127e+47,1,0,0
"1798",4.4602812686912e+47,0,0,2
"1799",4.46085754741641e+47,0,0,1
"1800",4.46295415984026e+47,4,0,0
"1801",4.46398430939136e+47,0,1,0
"1802",4.47605909078163e+47,1,0,0
"1803",4.48227394147561e+47,0,2,0
"1804",4.48324589605287e+47,0,0,1
"1805",4.48951297338947e+47,0,1,0
"1806",4.4905971641486e+47,0,0,2
"1807",4.50164170909825e+47,0,1,0
"1808",4.50331374319535e+47,1,0,0
"1809",4.50445536058897e+47,2,0,0
"1810",4.50514145092691e+47,0,0,1
"1811",4.5136165352337e+47,0,1,0
"1812",4.5144213164782e+47,0,1,0
"1813",4.51746783898753e+47,1,0,0
"1814",4.52036771302722e+47,3,0,1
"1815",4.52279628371811e+47,0,0,1
"1816",4.52359040813445e+47,0,0,3
"1817",4.52590040355345e+47,0,1,0
"1818",4.52612219232183e+47,1,0,0
"1819",4.53244614239285e+47,0,1,0
"1820",4.54112887481062e+47,0,1,0
"1821",4.54801880459777e+47,0,0,4
"1822",4.55281638131945e+47,1,0,0
"1823",4.55298065185433e+47,0,2,0
"1824",4.56373770029114e+47,1,0,0
"1825",4.56503966512878e+47,0,0,1
"1826",4.56627808223904e+47,0,0,1
"1827",4.56634836150504e+47,2,0,0
"1828",4.56685470814913e+47,0,1,0
"1829",4.56807655920203e+47,1,0,0
"1830",4.58072347611704e+47,1,0,0
"1831",4.59409339181172e+47,0,5,0
"1832",4.59477405002715e+47,4,0,0
"1833",4.59888844765971e+47,0,0,8
"1834",4.59959373976059e+47,4,0,0
"1835",4.60357397376929e+47,0,0,9
"1836",4.60372878362976e+47,2,0,0
"1837",4.60384739483367e+47,0,0,1
"1838",4.60660867795057e+47,1,0,0
"1839",4.60707588799221e+47,0,1,0
"1840",4.61553241523679e+47,2,0,0
"1841",4.62207300645408e+47,2,0,0
"1842",4.62341081060295e+47,0,0,1
"1843",4.62605081002762e+47,0,0,1
"1844",4.62674174674351e+47,0,0,4
"1845",4.62759482613839e+47,1,0,0
"1846",4.63602627043059e+47,0,0,2
"1847",4.63770113569311e+47,0,0,1
"1848",4.64461432707248e+47,0,1,0
"1849",4.65424714062316e+47,1,0,0
"1850",4.65585527803326e+47,0,1,0
"1851",4.65810152228574e+47,0,2,0
"1852",4.66052018707926e+47,8,0,0
"1853",4.66471973141903e+47,0,0,1
"1854",4.66800366228455e+47,0,2,0
"1855",4.66867164206048e+47,0,0,3
"1856",4.66884313209773e+47,0,1,0
"1857",4.67063030201684e+47,0,4,0
"1858",4.67074412863864e+47,0,2,0
"1859",4.67330523739832e+47,1,0,0
"1860",4.67415575221418e+47,1,0,0
"1861",4.67434660837316e+47,5,0,0
"1862",4.67461373579042e+47,2,0,0
"1863",4.67635359143308e+47,0,0,3
"1864",4.67758736891648e+47,0,0,5
"1865",4.67777408469294e+47,0,0,1
"1866",4.67843164096798e+47,0,1,0
"1867",4.67888291081052e+47,0,1,0
"1868",4.68312206188858e+47,0,1,0
"1869",4.68594429058178e+47,2,2,0
"1870",4.6889738397519e+47,0,1,0
"1871",4.69050473850439e+47,8,0,0
"1872",4.69413372292319e+47,0,1,0
"1873",4.69669275780028e+47,2,0,0
"1874",4.7004149368382e+47,4,0,0
"1875",4.70174288680283e+47,0,6,0
"1876",4.70309326931566e+47,0,0,4
"1877",4.70377327707226e+47,0,0,1
"1878",4.70578186693308e+47,0,1,0
"1879",4.70620658896778e+47,0,1,0
"1880",4.70795565858111e+47,0,2,0
"1881",4.70819701158917e+47,0,0,1
"1882",4.71069055026371e+47,0,1,0
"1883",4.711733776802e+47,0,1,0
"1884",4.71340939451592e+47,0,1,0
"1885",4.71577858146495e+47,0,0,1
"1886",4.72214195373632e+47,35,0,0
"1887",4.72340939309539e+47,0,0,10
"1888",4.72476666842e+47,0,0,7
"1889",4.7334474669985e+47,0,1,0
"1890",4.73520012493767e+47,0,1,0
"1891",4.73565147819266e+47,0,1,0
"1892",4.73863349938535e+47,0,1,0
"1893",4.74350795265248e+47,2,2,0
"1894",4.74373310916471e+47,1,0,0
"1895",4.74413932914159e+47,0,1,0
"1896",4.74433886088807e+47,0,0,1
"1897",4.74494207696034e+47,1,0,0
"1898",4.75171394332183e+47,0,1,0
"1899",4.75237932578963e+47,0,1,0
"1900",4.7551063133292e+47,0,0,3
"1901",4.75841669163694e+47,0,0,3
"1902",4.76593571840934e+47,0,1,0
"1903",4.76610774318586e+47,0,1,17
"1904",4.76670877855338e+47,2,0,0
"1905",4.77313365301365e+47,2,0,0
"1906",4.77536080516378e+47,6,0,0
"1907",4.77536336739443e+47,0,0,3
"1908",4.78013546429781e+47,1,0,0
"1909",4.78028890685493e+47,0,1,0
"1910",4.78061528448458e+47,0,0,2
"1911",4.79467628439974e+47,1,0,0
"1912",4.796582026131e+47,1,0,0
"1913",4.79706818011222e+47,0,0,5
"1914",4.79889747820575e+47,0,0,5
"1915",4.79917629636787e+47,0,6,0
"1916",4.80048342346569e+47,0,0,11
"1917",4.80507387523508e+47,1,0,0
"1918",4.80631221727635e+47,0,1,0
"1919",4.80989642015956e+47,1,0,0
"1920",4.81354801216285e+47,0,2,0
"1921",4.81999262125924e+47,0,1,0
"1922",4.82019569416578e+47,0,0,1
"1923",4.82121183865293e+47,0,0,2
"1924",4.82135030885464e+47,0,1,0
"1925",4.82218895433498e+47,1,0,0
"1926",4.82285877301437e+47,1,0,0
"1927",4.82615794161521e+47,0,0,1
"1928",4.83245146037554e+47,0,19,0
"1929",4.83887768692302e+47,0,0,1
"1930",4.83946073695907e+47,1,0,0
"1931",4.83971787902233e+47,0,0,1
"1932",4.84247758294288e+47,0,0,1
"1933",4.8473597032914e+47,1,0,0
"1934",4.84957697178569e+47,0,1,0
"1935",4.84962517585353e+47,1,0,0
"1936",4.85315765189103e+47,0,2,0
"1937",4.85388531210099e+47,0,0,1
"1938",4.85557280162924e+47,0,1,0
"1939",4.85762616113521e+47,0,1,0
"1940",4.8593382013671e+47,0,0,6
"1941",4.8636124789807e+47,7,0,0
"1942",4.86700648928053e+47,0,0,3
"1943",4.86729521155672e+47,0,0,2
"1944",4.87241582407789e+47,0,0,1
"1945",4.87519045391705e+47,0,2,0
"1946",4.87849652199405e+47,0,8,0
"1947",4.87936877899607e+47,1,0,0
"1948",4.8797780788928e+47,1,0,0
"1949",4.88783869784551e+47,0,1,0
"1950",4.88796208103951e+47,0,2,0
"1951",4.8897701724547e+47,0,1,0
"1952",4.89008525197143e+47,0,1,0
"1953",4.89277812244766e+47,1,0,0
"1954",4.89760127624385e+47,0,0,3
"1955",4.89932501343493e+47,0,4,0
"1956",4.90300625876466e+47,1,0,0
"1957",4.90392578206074e+47,0,1,0
"1958",4.90484751033018e+47,1,0,0
"1959",4.90663908346797e+47,1,0,0
"1960",4.90998069819064e+47,1,0,0
"1961",4.91153336715089e+47,0,1,0
"1962",4.91449186696546e+47,0,0,3
"1963",4.91790033834143e+47,2,0,0
"1964",4.91850704265872e+47,1,0,0
"1965",4.91916768598898e+47,4,0,0
"1966",4.91922189752619e+47,2,0,0
"1967",4.92080764473789e+47,0,0,3
"1968",4.92142335201616e+47,1,0,0
"1969",4.92147962715307e+47,0,0,7
"1970",4.92496110674987e+47,0,1,0
"1971",4.9262944029162e+47,0,1,0
"1972",4.92714598551612e+47,1,0,0
"1973",4.92818819645263e+47,0,0,1
"1974",4.92843031766084e+47,0,0,2
"1975",4.92896245837272e+47,2,0,0
"1976",4.9301223881463e+47,0,1,0
"1977",4.93093279693052e+47,0,1,0
"1978",4.93222015887528e+47,5,0,0
"1979",4.93305496256986e+47,2,0,0
"1980",4.93352813839592e+47,4,0,0
"1981",4.93423574492329e+47,0,1,0
"1982",4.94623154938504e+47,1,0,0
"1983",4.95142931294792e+47,0,1,0
"1984",4.95486475656601e+47,0,0,2
"1985",4.96073673273735e+47,0,0,1
"1986",4.96280214339206e+47,0,0,2
"1987",4.96305751454103e+47,0,1,0
"1988",4.9648597118353e+47,3,0,0
"1989",4.9658539070316e+47,1,0,0
"1990",4.96708591397067e+47,7,0,0
"1991",4.96802585393162e+47,0,0,1
"1992",4.9690792931767e+47,0,0,2
"1993",4.97035846431373e+47,0,0,3
"1994",4.97314686156605e+47,0,5,0
"1995",4.97404170082258e+47,2,0,0
"1996",4.97492811662722e+47,0,1,0
"1997",4.97520220339677e+47,1,0,0
"1998",4.9791791855715e+47,0,0,1
"1999",4.9809998447528e+47,0,0,1
"2000",4.9818317423163e+47,0,1,0
"2001",4.98280667004174e+47,0,0,29
"2002",4.98868152439471e+47,0,4,0
"2003",4.98907069867196e+47,0,4,0
"2004",4.98933215779267e+47,1,0,0
"2005",4.98974515082781e+47,0,4,0
"2006",4.9904897140914e+47,0,1,0
"2007",4.99188107652797e+47,0,0,1
"2008",4.99535837860346e+47,1,0,0
"2009",4.9954884983232e+47,0,0,1
"2010",4.99778432542149e+47,0,1,0
"2011",4.99819307014097e+47,1,0,0
"2012",5.00283211616973e+47,0,1,0
"2013",5.00363684924537e+47,5,0,0
"2014",5.00482822207447e+47,0,1,0
"2015",5.00559342560733e+47,5,0,0
"2016",5.01007056047706e+47,1,0,0
"2017",5.01241169749834e+47,2,0,0
"2018",5.01684844106306e+47,1,0,0
"2019",5.01900437912917e+47,1,0,0
"2020",5.02440016287587e+47,0,1,0
"2021",5.02888353116227e+47,0,6,0
"2022",5.037906256061e+47,0,1,0
"2023",5.0398595567322e+47,0,1,0
"2024",5.03986781896347e+47,5,0,0
"2025",5.04082072671674e+47,0,1,0
"2026",5.04167374784815e+47,0,0,2
"2027",5.04234582906201e+47,2,0,0
"2028",5.04348780227713e+47,0,9,0
"2029",5.04476071577239e+47,0,0,1
"2030",5.044909073969e+47,0,3,7
"2031",5.0514241856942e+47,1,0,0
"2032",5.05310703682615e+47,0,0,1
"2033",5.05336485423124e+47,0,0,9
"2034",5.0543846824909e+47,0,1,0
"2035",5.05501210785152e+47,0,0,3
"2036",5.05647213942662e+47,1,0,0
"2037",5.05849528551369e+47,0,1,0
"2038",5.05892464875853e+47,0,1,0
"2039",5.06161358028309e+47,4,0,0
"2040",5.06196745134727e+47,0,1,0
"2041",5.06203410686796e+47,40,0,0
"2042",5.06256171801131e+47,0,0,1
"2043",5.06290194675007e+47,1,0,0
"2044",5.06290331672113e+47,1,0,0
"2045",5.06676142959342e+47,1,0,0
"2046",5.06747461630599e+47,0,1,0
"2047",5.06752496923803e+47,0,1,0
"2048",5.06768126995427e+47,4,0,0
"2049",5.06880191972808e+47,1,0,0
"2050",5.07342629380315e+47,35,0,0
"2051",5.07537884597578e+47,0,0,1
"2052",5.07605229424434e+47,1,0,0
"2053",5.07628529836159e+47,0,0,2
"2054",5.0781175010051e+47,0,1,0
"2055",5.08168946925559e+47,0,1,0
"2056",5.08198167249004e+47,0,1,0
"2057",5.09300574094777e+47,1,0,0
"2058",5.09705102175951e+47,0,0,2
"2059",5.09836764023915e+47,0,0,10
"2060",5.10195569784378e+47,0,0,1
"2061",5.10747744370082e+47,0,3,0
"2062",5.10804370103937e+47,1,0,0
"2063",5.10806914191925e+47,0,1,4
"2064",5.11278934324301e+47,0,0,4
"2065",5.11279607517011e+47,0,0,2
"2066",5.11389563079844e+47,2,0,0
"2067",5.11591769307286e+47,1,0,0
"2068",5.11869930356343e+47,0,1,0
"2069",5.12095079313116e+47,0,0,2
"2070",5.12231796334085e+47,0,1,0
"2071",5.12391795102929e+47,0,1,0
"2072",5.12442457380792e+47,0,1,0
"2073",5.12600821774391e+47,0,1,4
"2074",5.12838518004406e+47,4,0,0
"2075",5.12876621065763e+47,0,1,0
"2076",5.13112787608359e+47,0,2,0
"2077",5.13177749465455e+47,0,1,0
"2078",5.13743889285703e+47,0,1,0
"2079",5.13987454250063e+47,0,0,1
