"","from","Augur","Digix","Golem"
"2928",7.25013874917853e+47,0,1,0
"2929",7.25529574298375e+47,1,0,0
"2930",7.26014178275934e+47,0,1,2
"2931",7.26257482073538e+47,0,1,0
"2932",7.26267651243766e+47,0,1,0
"2933",7.26466815432123e+47,0,0,1
"2934",7.2721444607783e+47,0,0,1
"2935",7.27761731047717e+47,0,0,1
"2936",7.27900824463291e+47,2,0,0
"2937",7.28153088100788e+47,0,1,0
"2938",7.2827074091682e+47,0,0,1
"2939",7.28446316809139e+47,1,0,0
"2940",7.28532868491856e+47,0,0,2
"2941",7.28551031654388e+47,0,0,2
"2942",7.29387350429845e+47,0,1,0
"2943",7.29498047124953e+47,1,0,0
"2944",7.2967402050951e+47,56,0,0
"2945",7.31252300172648e+47,2,0,0
"2946",7.31406405685535e+47,0,7,0
"2947",7.31729116212343e+47,0,1,0
"2948",7.32083818247971e+47,0,0,1
"2949",7.33005049855638e+47,0,0,1
"2950",7.33828515955809e+47,1,0,0
"2951",7.33870542767102e+47,0,0,1
"2952",7.33942240669488e+47,3,0,0
"2953",7.34172750977684e+47,0,1,0
"2954",7.34796004460091e+47,0,0,1
"2955",7.35594804925817e+47,0,1,0
"2956",7.35777697485416e+47,0,0,4
"2957",7.35825552609472e+47,0,0,28
"2958",7.35854550890387e+47,0,1,0
"2959",7.35908485468068e+47,0,6,0
"2960",7.35924438034433e+47,0,1,0
"2961",7.36292928503796e+47,1,0,0
"2962",7.36645962967075e+47,0,0,3
"2963",7.37106265607672e+47,37,0,0
"2964",7.37331174917967e+47,2,0,0
"2965",7.38145155625826e+47,0,1,0
"2966",7.38432816201114e+47,0,1,0
"2967",7.39130343054396e+47,1,0,0
"2968",7.39237112267652e+47,0,0,1
"2969",7.39265504101039e+47,0,1,0
"2970",7.39318378842432e+47,0,1,0
"2971",7.39615791967294e+47,0,5,0
"2972",7.40404399478036e+47,0,3,0
"2973",7.40776063318741e+47,1,0,0
"2974",7.40777751818028e+47,0,2,0
"2975",7.40880074473582e+47,0,2,2
"2976",7.42098213373213e+47,0,1,0
"2977",7.42260043304488e+47,1,0,0
"2978",7.42380153768751e+47,0,0,1
"2979",7.42470983976823e+47,0,3,0
"2980",7.42663036648785e+47,0,1,0
"2981",7.42731517795276e+47,3,0,0
"2982",7.42792330484016e+47,0,1,0
"2983",7.42908897078728e+47,0,2,0
"2984",7.43015968429102e+47,2,0,4
"2985",7.43345643391489e+47,0,0,4
"2986",7.43979124989846e+47,0,0,3
"2987",7.44272639620045e+47,1,0,0
"2988",7.44330175722639e+47,1,0,0
"2989",7.44465964457083e+47,1,0,0
"2990",7.44569856831548e+47,1,0,0
"2991",7.44688132805466e+47,1,0,0
"2992",7.44704369617948e+47,0,0,1
"2993",7.4541439991025e+47,0,1,0
"2994",7.46652437001906e+47,0,3,0
"2995",7.47289965483371e+47,0,0,1
"2996",7.4735388763498e+47,1,0,0
"2997",7.47461454206103e+47,1,0,0
"2998",7.4977723947339e+47,0,1,0
"2999",7.49903808616292e+47,0,6,0
"3000",7.49982024781009e+47,4,0,0
"3001",7.50204234988934e+47,0,1,0
"3002",7.51142771461598e+47,0,0,1
"3003",7.51192267449139e+47,1,0,0
"3004",7.51831950447945e+47,0,2,0
"3005",7.52273601621637e+47,0,0,2
"3006",7.52563748153759e+47,0,3,0
"3007",7.5375512003284e+47,2,0,0
"3008",7.53971966511718e+47,11,0,0
"3009",7.54159599518341e+47,0,0,2
"3010",7.54421448714064e+47,0,0,6
"3011",7.54992466175581e+47,1,0,0
"3012",7.55250365760638e+47,7,0,0
"3013",7.55662726832738e+47,0,0,1
"3014",7.55760436485995e+47,0,1,0
"3015",7.56116906131565e+47,2,0,0
"3016",7.56483538251715e+47,1,0,0
"3017",7.56584303100112e+47,0,0,1
"3018",7.56641878911486e+47,0,0,2
"3019",7.56737421136872e+47,0,0,2
"3020",7.57113882851965e+47,0,0,4
"3021",7.57167925810398e+47,0,1,0
"3022",7.57711466821576e+47,5,0,0
"3023",7.57715048686555e+47,3,0,0
"3024",7.57866375939182e+47,0,1,0
"3025",7.57996883837264e+47,0,0,2
"3026",7.58045922699031e+47,0,1,0
"3027",7.58124190484173e+47,0,0,1
"3028",7.58947501115529e+47,0,0,3
"3029",7.59235614895306e+47,0,1,0
"3030",7.60289159449526e+47,1,0,0
"3031",7.60434660296684e+47,0,1,0
"3032",7.61120057257042e+47,2,0,0
"3033",7.61120382013138e+47,0,1,0
"3034",7.61166838136763e+47,4,0,0
"3035",7.61241577766857e+47,2,0,0
"3036",7.61460735170649e+47,0,1,0
"3037",7.61594168416559e+47,0,5,0
"3038",7.61798918224489e+47,0,0,5
"3039",7.61913090937345e+47,0,0,2
"3040",7.62211652637965e+47,0,0,1
"3041",7.62384525735707e+47,1,0,0
"3042",7.63005725545584e+47,0,3,0
"3043",7.63082261405184e+47,2,0,0
"3044",7.63103744613065e+47,2,0,0
"3045",7.63223158199828e+47,0,1,0
"3046",7.63295043016015e+47,1,0,0
"3047",7.63387121075056e+47,0,1,0
"3048",7.63412131051914e+47,1,1,0
"3049",7.63777159424804e+47,2,0,0
"3050",7.63812699323306e+47,2,0,0
"3051",7.64152370202835e+47,35,0,0
"3052",7.64214812395033e+47,1,0,0
"3053",7.65915543081551e+47,0,0,7
"3054",7.65924599067261e+47,1,0,0
"3055",7.65949028690743e+47,0,0,2
"3056",7.66013156160488e+47,0,0,1
"3057",7.66224962125118e+47,1,0,0
"3058",7.66452445714318e+47,0,0,1
"3059",7.66538998518588e+47,0,0,2
"3060",7.66848612468957e+47,0,1,0
"3061",7.67602693891352e+47,4,0,0
"3062",7.67924307168824e+47,0,0,1
"3063",7.6803849951922e+47,0,0,2
"3064",7.6834604339198e+47,0,1,0
"3065",7.68405426102048e+47,3,0,0
"3066",7.68439992906516e+47,0,1,0
"3067",7.68591383146744e+47,0,1,0
"3068",7.68710793482817e+47,0,1,0
"3069",7.68772576602515e+47,0,0,1
"3070",7.68917383404385e+47,0,0,1
"3071",7.69382796963326e+47,0,0,1
"3072",7.70290559849481e+47,5,0,0
"3073",7.70784226870429e+47,0,0,1
"3074",7.71101392038098e+47,1,0,0
"3075",7.71258130786511e+47,0,1,0
"3076",7.71492661565011e+47,0,2,0
"3077",7.7158794725572e+47,0,0,1
"3078",7.71634885973454e+47,0,1,0
"3079",7.71773326992988e+47,3,0,0
"3080",7.71882983239257e+47,1,0,0
"3081",7.71913842455023e+47,1,0,0
"3082",7.72341370635435e+47,0,0,7
"3083",7.72530222132018e+47,3,0,0
"3084",7.7271391266569e+47,0,0,1
"3085",7.72850540563601e+47,0,3,0
"3086",7.73867875765956e+47,0,1,3
"3087",7.73962900158638e+47,1,0,0
"3088",7.74036890258953e+47,3,0,0
"3089",7.74191815843191e+47,3,0,0
"3090",7.75305942134849e+47,1,0,0
"3091",7.75332761752416e+47,0,0,2
"3092",7.75677816980398e+47,0,8,0
"3093",7.76011253001648e+47,0,8,0
"3094",7.76124736591783e+47,8,0,0
"3095",7.76196179661085e+47,1,0,0
"3096",7.76697275378072e+47,2,0,0
"3097",7.76918640756337e+47,1,0,1
"3098",7.7770828615046e+47,0,1,0
"3099",7.78059095659081e+47,1,0,0
"3100",7.78246042862377e+47,2,0,0
"3101",7.78375020710083e+47,0,1,0
"3102",7.78849109690123e+47,0,1,0
"3103",7.79085415092728e+47,2,0,0
"3104",7.79241997388022e+47,0,1,0
"3105",7.79663695595984e+47,4,0,0
"3106",7.79688886518907e+47,0,0,2
"3107",7.79791608204372e+47,0,0,1
"3108",7.80048952560486e+47,0,1,0
"3109",7.81943151009999e+47,0,0,1
"3110",7.82022349445514e+47,5,0,0
"3111",7.82977874944663e+47,0,1,0
"3112",7.83166377036431e+47,35,0,0
"3113",7.83333698541782e+47,0,1,1
"3114",7.83336712594003e+47,0,6,0
"3115",7.83407319521634e+47,0,1,0
"3116",7.8371921900679e+47,2,0,0
"3117",7.8402085670086e+47,1,0,0
"3118",7.84907161706518e+47,0,1,0
"3119",7.84982066944642e+47,1,0,0
"3120",7.85079674082487e+47,2,9,0
"3121",7.85153414429893e+47,1,0,0
"3122",7.8523299591859e+47,0,1,0
"3123",7.85346889501324e+47,1,0,0
"3124",7.85378477704576e+47,0,0,1
"3125",7.85521388501749e+47,0,3,0
"3126",7.86002865296303e+47,0,1,0
"3127",7.86617093187734e+47,0,1,0
"3128",7.86735741445718e+47,0,0,4
"3129",7.86752589058456e+47,1,0,0
"3130",7.86770687634222e+47,1,0,0
"3131",7.86988248882886e+47,0,1,0
"3132",7.87094522665694e+47,0,1,0
"3133",7.87807859755932e+47,1,0,0
"3134",7.87862380885514e+47,0,0,2
"3135",7.8822855334808e+47,0,0,1
"3136",7.88724625836933e+47,0,0,2
"3137",7.89004926111012e+47,0,0,1
"3138",7.89340129738628e+47,0,1,0
"3139",7.89428438009039e+47,0,0,8
"3140",7.89779499601183e+47,0,0,2
"3141",7.8997526851692e+47,1,0,0
"3142",7.90434826346823e+47,35,0,0
"3143",7.90650417319927e+47,0,0,2
"3144",7.9070511200174e+47,0,0,1
"3145",7.91744550581206e+47,2,0,0
"3146",7.92134332695357e+47,1,0,0
"3147",7.92199924891781e+47,0,0,2
"3148",7.9271998221878e+47,0,4,0
"3149",7.92875181715044e+47,1,0,0
"3150",7.92961033370306e+47,0,1,0
"3151",7.92976408690537e+47,1,0,0
"3152",7.93051165003123e+47,0,1,0
"3153",7.93463192685101e+47,0,0,2
"3154",7.94119039074699e+47,4,18,0
"3155",7.94456277127906e+47,0,2,0
"3156",7.94505072269213e+47,0,0,8
"3157",7.94578338545275e+47,0,17,0
"3158",7.94689088009337e+47,0,4,0
"3159",7.94843405629558e+47,0,0,1
"3160",7.95198796288349e+47,2,0,0
"3161",7.95385259879242e+47,1,0,0
"3162",7.95651688370249e+47,2,0,0
"3163",7.95751302581359e+47,0,2,0
"3164",7.9583977216418e+47,0,0,1
"3165",7.96065761405543e+47,1,0,0
"3166",7.97361164290304e+47,0,1,0
"3167",7.975936709368e+47,1,0,0
"3168",7.97895977875027e+47,0,0,1
"3169",7.98299276208927e+47,7,0,0
"3170",7.98375541251478e+47,0,1,0
"3171",7.98665383598263e+47,0,1,0
"3172",7.98859645641139e+47,3,0,0
"3173",7.99268480511328e+47,1,0,0
"3174",7.9934356702253e+47,2,0,0
"3175",7.99407003061904e+47,0,0,3
"3176",7.99494413265043e+47,2,0,0
"3177",7.99676368176118e+47,2,0,0
"3178",7.99884498322072e+47,1,0,0
"3179",7.99969426208315e+47,3,0,0
"3180",8.00204469496247e+47,0,1,0
"3181",8.00403781212936e+47,0,0,1
"3182",8.0070593679482e+47,0,0,7
"3183",8.01479081587216e+47,0,1,0
"3184",8.01684919203369e+47,7,0,0
"3185",8.02266496500766e+47,0,4,0
"3186",8.02631462635423e+47,1,0,0
"3187",8.02815593429527e+47,0,1,0
"3188",8.02915474350416e+47,0,1,0
"3189",8.0312072924977e+47,1,0,0
"3190",8.03210036369253e+47,0,1,0
"3191",8.03318797969018e+47,0,1,0
"3192",8.0354550845851e+47,0,1,0
"3193",8.03800782561297e+47,0,0,6
"3194",8.03936565439516e+47,0,1,0
"3195",8.04365311372541e+47,0,1,0
"3196",8.04569227332373e+47,1,0,0
"3197",8.04865023250581e+47,1,0,0
"3198",8.05269454384698e+47,0,3,0
"3199",8.05356089456067e+47,0,0,1
"3200",8.0537685505208e+47,2,0,0
"3201",8.05561876476978e+47,0,0,1
"3202",8.05618181569574e+47,0,1,0
"3203",8.05859360015739e+47,0,1,0
"3204",8.05915149496168e+47,0,0,4
"3205",8.0597068031184e+47,0,1,0
"3206",8.0634975433204e+47,0,0,1
"3207",8.06461514245843e+47,4,0,0
"3208",8.07385225180202e+47,2,0,0
"3209",8.07462827270242e+47,1,0,0
"3210",8.07543067383243e+47,0,1,0
"3211",8.07701628964747e+47,0,1,0
"3212",8.0788424290547e+47,0,0,3
"3213",8.07959403647982e+47,10,0,0
"3214",8.08146113304804e+47,0,0,2
"3215",8.08179431549196e+47,0,0,1
"3216",8.08272025156633e+47,0,0,11
"3217",8.08521241771808e+47,0,0,2
"3218",8.08824298667765e+47,3,0,0
"3219",8.09248435907201e+47,0,11,0
"3220",8.09301899408793e+47,0,0,12
"3221",8.0955520195895e+47,0,2,0
"3222",8.09931026246274e+47,1,0,0
"3223",8.10181433427137e+47,4,0,0
"3224",8.10307231049434e+47,0,0,2
"3225",8.11141052832113e+47,1,0,0
"3226",8.11382934463274e+47,0,0,3
"3227",8.11418678761843e+47,0,0,1
"3228",8.11710769032243e+47,0,0,3
"3229",8.12284019018293e+47,0,0,10
"3230",8.13648552752229e+47,0,2,0
"3231",8.14130610221835e+47,0,0,16
"3232",8.14474888651403e+47,0,1,0
"3233",8.14635812979113e+47,0,1,0
"3234",8.14829373792646e+47,0,1,0
"3235",8.14992539417931e+47,0,0,2
"3236",8.16038118156248e+47,0,0,2
"3237",8.16310635843254e+47,1,0,0
"3238",8.16501530821278e+47,0,0,1
"3239",8.16676253672783e+47,0,1,0
"3240",8.17048796201764e+47,1,0,0
"3241",8.18156314997288e+47,0,1,0
"3242",8.18192753548713e+47,0,1,0
"3243",8.18286729341907e+47,0,1,0
"3244",8.18349532337769e+47,0,1,0
"3245",8.18355689461879e+47,0,1,0
"3246",8.18358431878356e+47,0,0,3
"3247",8.18515379598541e+47,0,1,0
"3248",8.18538518730394e+47,2,0,12
"3249",8.1876403880458e+47,0,0,4
"3250",8.19342449574243e+47,0,1,0
"3251",8.19404574785092e+47,0,0,1
"3252",8.19415011768902e+47,0,5,0
"3253",8.19518973055032e+47,3,0,0
"3254",8.19626416583401e+47,0,1,0
"3255",8.2005234085564e+47,0,1,0
"3256",8.20111490581933e+47,0,0,14
"3257",8.20314099274491e+47,0,1,0
"3258",8.20495559891782e+47,0,1,0
"3259",8.20747902189656e+47,0,1,0
"3260",8.21279670821793e+47,0,0,9
"3261",8.21326063497007e+47,2,0,0
"3262",8.21680347427181e+47,3,0,0
"3263",8.21703976672538e+47,3,0,0
"3264",8.2173578785125e+47,5,0,0
"3265",8.21943475205884e+47,1,0,0
"3266",8.22067933338585e+47,0,0,3
"3267",8.22683537140565e+47,0,1,0
"3268",8.22742744322501e+47,0,1,0
"3269",8.22778564947851e+47,0,0,1
"3270",8.2302101295543e+47,0,1,0
"3271",8.23335791246295e+47,0,0,7
"3272",8.23911944901492e+47,0,1,0
"3273",8.2400536485403e+47,0,1,0
"3274",8.24090412478848e+47,1,0,0
"3275",8.24740947760465e+47,0,0,1
"3276",8.2484845692591e+47,0,0,2
"3277",8.25219216487422e+47,0,0,1
"3278",8.25248981684319e+47,2,0,0
"3279",8.25469560378762e+47,0,4,0
"3280",8.2549701948142e+47,3,0,0
"3281",8.25507377602379e+47,0,4,0
"3282",8.25651049660699e+47,1,0,0
"3283",8.2620873864334e+47,1,0,0
"3284",8.26224687763871e+47,0,1,0
"3285",8.26246718818796e+47,0,1,0
"3286",8.26793262170425e+47,0,0,1
"3287",8.27185356068814e+47,1,0,0
"3288",8.27451147177121e+47,0,7,0
"3289",8.27569162263352e+47,0,0,1
"3290",8.27673542108374e+47,0,0,1
"3291",8.27714113693407e+47,2,0,0
"3292",8.27830481542516e+47,0,1,0
"3293",8.28706954790144e+47,0,6,0
"3294",8.28951643825646e+47,0,0,1
"3295",8.29217807825705e+47,0,0,3
"3296",8.29691158070521e+47,0,1,0
"3297",8.2974368649558e+47,0,1,0
"3298",8.2990680163206e+47,0,0,2
"3299",8.30042323052403e+47,1,0,0
"3300",8.30143020632301e+47,0,0,5
"3301",8.30419982876458e+47,0,0,3
"3302",8.30912699954306e+47,0,1,0
"3303",8.30935312531684e+47,0,1,0
"3304",8.31174809922257e+47,1,0,0
"3305",8.31533301254383e+47,0,1,0
"3306",8.31825798217151e+47,0,0,1
"3307",8.32009354129838e+47,2,0,0
"3308",8.33233429802735e+47,0,2,0
"3309",8.33260780570195e+47,0,1,0
"3310",8.33583843483931e+47,0,0,3
"3311",8.33604469947939e+47,1,0,0
"3312",8.33953748338349e+47,0,0,1
"3313",8.3427735704167e+47,1,0,0
"3314",8.34790590455776e+47,1,0,0
"3315",8.35210740840426e+47,7,12,0
"3316",8.35479461488761e+47,1,0,0
"3317",8.35555585505116e+47,0,0,3
"3318",8.35981287158614e+47,0,1,0
"3319",8.36068361597673e+47,0,1,0
"3320",8.36118713239276e+47,0,1,0
"3321",8.36298766338239e+47,1,0,0
"3322",8.36476315066719e+47,2,0,0
"3323",8.37070060352421e+47,0,0,4
"3324",8.37305858017889e+47,1,0,0
"3325",8.37478772016151e+47,0,0,3
"3326",8.37604933201717e+47,0,0,1
"3327",8.38014055621668e+47,0,1,0
"3328",8.38077444330354e+47,1,0,0
"3329",8.38423075693019e+47,0,0,3
"3330",8.38707921028784e+47,0,0,1
"3331",8.38973683319244e+47,0,1,0
"3332",8.39151565146993e+47,0,0,4
"3333",8.39262943936163e+47,0,0,1
"3334",8.39476719094986e+47,0,0,3
"3335",8.39892629988598e+47,0,1,0
"3336",8.39972386383054e+47,0,1,0
"3337",8.40011916840594e+47,0,1,0
"3338",8.40250022268789e+47,1,0,0
"3339",8.40603101634391e+47,0,2,0
"3340",8.40974284872996e+47,0,3,0
"3341",8.41617806036216e+47,0,1,0
"3342",8.41627339144679e+47,1,0,0
"3343",8.41658482598032e+47,1,0,0
"3344",8.41670456783034e+47,0,0,3
"3345",8.41834005173738e+47,0,1,0
"3346",8.41839528340024e+47,0,0,3
"3347",8.42005615648715e+47,0,1,0
"3348",8.42285591478167e+47,0,0,4
"3349",8.42376210460321e+47,0,1,0
"3350",8.42559060216386e+47,2,0,0
"3351",8.42606899296652e+47,1,0,0
"3352",8.43384745661466e+47,0,5,0
"3353",8.43551140261961e+47,0,0,4
"3354",8.43894218163617e+47,1,0,0
"3355",8.44095394004269e+47,0,2,0
"3356",8.44165974431186e+47,1,0,0
"3357",8.44537992184532e+47,0,0,1
"3358",8.44722529916957e+47,0,1,0
"3359",8.4499210212439e+47,1,0,0
"3360",8.45015480078184e+47,1,0,0
"3361",8.45434285897172e+47,2,0,0
"3362",8.45646927139336e+47,2,0,0
"3363",8.45790665328824e+47,2,0,0
"3364",8.4614320003536e+47,0,3,0
"3365",8.46877765654444e+47,4,0,0
"3366",8.46915677651713e+47,0,1,0
"3367",8.47255547218626e+47,0,0,1
"3368",8.47346546501989e+47,0,168,0
"3369",8.47348377485457e+47,0,0,3
"3370",8.47624353250339e+47,2,0,0
"3371",8.47829832778274e+47,2,0,0
"3372",8.47856248803155e+47,1,0,0
"3373",8.48061261805658e+47,0,0,7
"3374",8.4811151836352e+47,0,1,0
"3375",8.48621614338792e+47,0,6,0
"3376",8.48829240805808e+47,0,1,0
"3377",8.49337251906111e+47,3,1,0
"3378",8.49613484561803e+47,0,0,1
"3379",8.50033853351186e+47,0,0,1
"3380",8.50261637367084e+47,0,1,0
"3381",8.50476335501212e+47,1,0,0
"3382",8.50518276701465e+47,0,0,1
"3383",8.50529893066355e+47,0,2,0
"3384",8.51173388932481e+47,0,1,0
"3385",8.51202156798604e+47,0,0,3
"3386",8.51229634078065e+47,0,1,0
"3387",8.51248066027387e+47,0,0,1
"3388",8.51459681964843e+47,0,1,0
"3389",8.51812064677805e+47,0,1,0
"3390",8.51915625285296e+47,0,0,3
"3391",8.52448435646564e+47,0,1,0
"3392",8.5283995466846e+47,0,0,1
"3393",8.53123244355133e+47,0,0,2
"3394",8.53220024241433e+47,0,1,0
"3395",8.5323699938215e+47,1,0,0
"3396",8.53480766257698e+47,1,0,0
"3397",8.5356658005478e+47,0,0,2
"3398",8.53959925300488e+47,1,0,0
"3399",8.54465615401904e+47,1,0,0
"3400",8.55286401083093e+47,0,1,0
"3401",8.55834575512913e+47,0,1,0
"3402",8.56830868780278e+47,0,0,6
"3403",8.56840013277606e+47,1,0,0
"3404",8.56912867792842e+47,0,0,1
"3405",8.58658126331452e+47,0,1,0
"3406",8.5929779278494e+47,1,0,0
"3407",8.59339948208106e+47,1,0,0
"3408",8.59351747436065e+47,0,8,0
"3409",8.59506261807753e+47,0,1,0
"3410",8.5951211775215e+47,0,3,0
"3411",8.59788593644542e+47,0,4,0
"3412",8.59832738459886e+47,0,1,0
"3413",8.60885340315288e+47,0,1,0
"3414",8.60930224982417e+47,0,1,0
"3415",8.61205705731578e+47,2,0,0
"3416",8.6122955393546e+47,3,0,0
"3417",8.61451354507698e+47,0,0,1
"3418",8.61727252399238e+47,1,0,0
"3419",8.62697061488821e+47,1,0,0
"3420",8.6275622429934e+47,0,0,7
"3421",8.63271708663864e+47,0,1,0
"3422",8.63320006062996e+47,2,0,0
"3423",8.63382559916377e+47,1,0,0
"3424",8.63392656885969e+47,0,0,1
"3425",8.64154526699042e+47,9,0,0
"3426",8.64684660175692e+47,2,0,0
"3427",8.64728970080599e+47,2,0,0
"3428",8.64732529403077e+47,0,0,41
"3429",8.65271592954314e+47,0,1,0
"3430",8.65290005562541e+47,1,0,0
"3431",8.65607613601836e+47,2,0,0
"3432",8.65663308876938e+47,0,1,0
"3433",8.66074305667221e+47,0,6,0
"3434",8.66185944209708e+47,5,3,0
"3435",8.67287234759907e+47,4,0,0
"3436",8.67384278456551e+47,0,7,0
"3437",8.6796077223143e+47,0,1,0
"3438",8.68282151796978e+47,0,0,2
"3439",8.68615101815271e+47,1,0,0
"3440",8.6880077765334e+47,0,0,1
"3441",8.69091529603499e+47,0,0,1
"3442",8.69174251265732e+47,0,2,0
"3443",8.6937525413715e+47,0,1,0
"3444",8.69646793866301e+47,17,0,0
"3445",8.70829087437931e+47,0,1,0
"3446",8.70917399400152e+47,2,0,0
"3447",8.70954738721994e+47,0,8,0
"3448",8.71259279585484e+47,1,0,0
"3449",8.7138009820831e+47,0,1,0
"3450",8.7160354834718e+47,0,1,0
"3451",8.7208300530993e+47,0,5,0
"3452",8.72306410446995e+47,0,1,0
"3453",8.72541072971476e+47,0,0,1
"3454",8.72917135522799e+47,1,0,0
"3455",8.73122593568001e+47,0,1,0
"3456",8.73609568851664e+47,1,0,0
"3457",8.73651768802463e+47,0,0,6
"3458",8.73941799572533e+47,0,1,0
"3459",8.74211300030206e+47,0,0,2
"3460",8.7432274785931e+47,0,0,1
"3461",8.74581517815166e+47,2,0,0
"3462",8.74834856627004e+47,0,2,0
"3463",8.7483927772533e+47,0,0,18
"3464",8.74956265889733e+47,0,1,0
"3465",8.74989018052592e+47,0,2,0
"3466",8.75429825645197e+47,0,1,0
"3467",8.75487954743001e+47,35,0,0
"3468",8.76827953568239e+47,0,0,5
"3469",8.76949080228865e+47,0,1,0
"3470",8.77111462265616e+47,0,0,1
"3471",8.771343011174e+47,0,1,0
"3472",8.77252647318664e+47,9,0,0
"3473",8.77935087765566e+47,0,1,0
"3474",8.77976683931184e+47,0,2,0
"3475",8.78152256463728e+47,0,0,2
"3476",8.78312284566374e+47,2,0,0
"3477",8.7918611605155e+47,0,1,0
"3478",8.79432028456749e+47,0,5,0
"3479",8.79623789256767e+47,0,0,3
"3480",8.79654548200197e+47,1,0,0
"3481",8.79683804491111e+47,0,1,0
"3482",8.80986687696951e+47,0,1,0
"3483",8.81456431261286e+47,0,1,0
"3484",8.81833712470459e+47,1,0,0
"3485",8.82027362291441e+47,0,1,0
"3486",8.82458114209588e+47,1,0,0
"3487",8.82888787937846e+47,0,1,0
"3488",8.82925799008614e+47,1,0,0
"3489",8.82960896742872e+47,0,6,0
"3490",8.83372031354236e+47,0,1,0
"3491",8.83421266006881e+47,1,4,0
"3492",8.83727817517193e+47,2,0,0
"3493",8.84288193100566e+47,0,0,1
"3494",8.84695926181196e+47,0,1,0
"3495",8.84774450204912e+47,3,0,0
"3496",8.84786152561244e+47,0,1,0
"3497",8.84991741538603e+47,1,0,0
"3498",8.85497480644043e+47,2,0,0
"3499",8.86060852572678e+47,0,1,0
"3500",8.86323013451447e+47,0,0,1
"3501",8.86462462483455e+47,0,0,2
"3502",8.86553336219347e+47,1,0,0
"3503",8.86750640468594e+47,0,0,2
"3504",8.86836351238293e+47,1,0,0
"3505",8.87042346878433e+47,2,0,0
"3506",8.8733705944399e+47,0,0,6
"3507",8.87357466607113e+47,0,3,0
"3508",8.87552098258441e+47,0,2,0
"3509",8.87813332568069e+47,0,1,0
"3510",8.88030257185819e+47,36,0,0
"3511",8.88043760804962e+47,0,1,0
"3512",8.88904798625806e+47,0,1,0
"3513",8.89204446126965e+47,0,4,0
"3514",8.8935675625713e+47,0,0,2
"3515",8.89733348906289e+47,0,3,0
"3516",8.90038765808041e+47,3,0,0
"3517",8.90147216472132e+47,1,0,3
"3518",8.90816920008051e+47,0,1,0
"3519",8.9097937087015e+47,0,1,0
"3520",8.91059035195021e+47,1,0,0
"3521",8.91189539573798e+47,0,1,0
"3522",8.91244650982568e+47,1,0,0
"3523",8.91719838754515e+47,7,0,0
"3524",8.91767826155804e+47,3,0,0
"3525",8.9203692458427e+47,0,4,0
"3526",8.92226389936794e+47,0,0,2
"3527",8.92794920760069e+47,0,5,1
"3528",8.92889620766871e+47,0,0,4
"3529",8.93641635209349e+47,1,0,0
"3530",8.93805303284954e+47,0,1,0
"3531",8.94605286387683e+47,0,3,0
"3532",8.94615220173113e+47,1,0,0
"3533",8.95011562654457e+47,0,0,10
"3534",8.95025953081808e+47,0,1,0
"3535",8.95120851946209e+47,0,3,0
"3536",8.95125767854871e+47,0,0,2
"3537",8.95517423512121e+47,1,0,0
"3538",8.9552481824561e+47,0,0,2
"3539",8.95540229246327e+47,0,0,2
"3540",8.95706069198832e+47,1,0,0
"3541",8.98168158386811e+47,0,1,0
"3542",8.99062574239967e+47,0,1,0
"3543",8.9924816624616e+47,2,0,0
"3544",8.99561813095208e+47,0,1,0
"3545",8.99688449307664e+47,0,1,0
"3546",8.99950765532008e+47,0,0,1
"3547",9.00069028243991e+47,6,0,0
"3548",9.0016009771288e+47,0,0,1
"3549",9.00218220444206e+47,5,0,0
"3550",9.01660890249071e+47,3,0,0
"3551",9.01748586644652e+47,0,1,0
"3552",9.01875149982523e+47,0,0,2
"3553",9.02046472226539e+47,6,0,0
"3554",9.02123350073148e+47,0,0,5
"3555",9.0266520731007e+47,0,1,0
"3556",9.02957989481665e+47,1,0,0
"3557",9.03043300846923e+47,0,0,3
"3558",9.03226710436815e+47,35,0,0
"3559",9.03242763698237e+47,0,0,2
"3560",9.03635296121346e+47,0,0,1
"3561",9.03688340481238e+47,0,1,0
"3562",9.03698907776543e+47,0,1,0
"3563",9.04063575895321e+47,1,0,0
"3564",9.04119483757987e+47,2,0,0
"3565",9.04134076508781e+47,0,1,0
"3566",9.04156071771365e+47,1,0,0
"3567",9.05208899123308e+47,2,0,0
"3568",9.0525795073156e+47,0,0,4
"3569",9.05286404374102e+47,0,0,8
"3570",9.05357448485808e+47,0,1,0
"3571",9.06406738062076e+47,1,0,0
"3572",9.06583951700514e+47,0,3,0
"3573",9.06992055572174e+47,3,0,0
"3574",9.07010292346379e+47,0,0,1
"3575",9.07076873462261e+47,0,0,2
"3576",9.07128533547387e+47,1,0,0
"3577",9.0731979547451e+47,0,0,4
"3578",9.07349449016324e+47,0,1,0
"3579",9.07382378174774e+47,7,0,0
"3580",9.07435027169077e+47,0,1,0
"3581",9.07456293919983e+47,0,0,1
"3582",9.07688614419532e+47,0,4,0
"3583",9.07841945414889e+47,3,0,0
"3584",9.08082632183816e+47,0,3,0
"3585",9.08172678154466e+47,0,0,1
"3586",9.0826431637495e+47,0,0,2
"3587",9.0831105073175e+47,0,1,0
"3588",9.08340652250275e+47,0,1,0
"3589",9.08430406117688e+47,1,0,0
"3590",9.08505813240851e+47,0,1,0
"3591",9.08607115621524e+47,2,0,0
"3592",9.08727473666052e+47,0,2,0
