,Augur,ICONOMI,Golem,Digix,Pluton (Plutus),SingularDTV,First Blood,VSice (VDlice),Hacker Gold (Ether.camp),Maker DAO,Chrono Bank,Unicorns (Ethereum Fundation),Xaurum,Acade City,Swarm City,Bitpark Coin,Round
0x346796e5eda0ccca451b711b240661aea7eaea5b,0,0,0,0,0,0,0,0,0,0,0,0,50000000,0,0,0,0
0x3469fd4676c79718cba05ade1386d8372de44911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x346bd8a566da1581b8acc10c7ecd6f93f3a32657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x346c0cec7f92564b9423d67050def84a2148c9a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3470f2a5a56820fda2d6a6257440ac19fe9abdea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3479e9fc3f264325142c68523ee947c9e4b10ab7,184943530950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x347c28ef5487b37a8e03040653a739f19b986b2d,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0x348006ec81501ea5227c733f6ae99f6e7d91d3ef,0,0,0,0,0,0,5000000000000000000,0,0,0,0,0,0,0,0,0,0
0x348062fd2096a5c3f8e4cb430e8cb12f968343ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34876142e6908fe60035324da5ca47e50f698b25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3493c78c114992fa6cb8d6c725d711947c2cc3d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34972356af9b8912c1dc2737fd43352a8146d23d,0,2278728954193359818533,972001820000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34974cd3f7ca5dd7e4dfee0f80f9c4c6df33cc5c,10000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x349cf8cc014af4ea43e94779dc2ce8af088b9f03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34a02b783dd9987fe67d0316013afae34b7a6f1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34a38a899443b48f78be1d428eea67d574cb14e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34a509e7cd99d12cc3ced255d2c370185a6659f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34a5f2c9d68c3ff0e52d4d2f8c77e0466f4072c2,31666499800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34aa436a98ce8fd9189516158f454381f96baeb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34af3f64bb8bdc38bfd8267ea1645f4db2871d20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34b0acbcbb8c556b5e21b698f720b46d4ca35a55,0,0,0,0,0,0,0,0,0,0,0,0,0,1085000000000000000000,0,0,0
0x34b3e4fa8ed7722a7b6cb9329da216f5dae85832,0,2982559324314283778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34b7ebe3f06cd403280ba029777c7953f6ea242f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34bb3b0c8b37ca291a3abbd9c35e2aaf69e64e48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34bc54736585ac1fa01eef4fffec9e4209297968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34c5fdf2d0c1dfec02a71cb61957e8671660ada5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34c6ce9b3b7277c5699612210c28879831fbce87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34d160082edac53aba9e8388180fa7b53504cd6a,0,0,0,0,4236679730194000000000,0,0,0,0,0,0,0,0,0,0,0,0
0x34d2ecfacbd141922ee95dfb9d685d1609b8be39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34d80f7e2c60e3ab841064a9da9201b46bd321b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34dd39fd7663dc57514dc60c2b521d31c8a9959c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34e825e497dd965a0516a8d2476974252660a6f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34eebbcd657b0ef17e6f53c7d5050807d9fe775f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34ef2bd79910b794b4b128a127283900e4e84f44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34eff172c7934f894bbc4fb5aa556d0601e9aa00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34f66f653a8ebd8578fd74ff385a9d73f5775043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34f7f12c658a556e5914ba4f19448d957281ee04,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000000000000000,0,0,0
0x34fa028ec075f5527ffeca6280a5574a0c349b79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34fb643ca04e2030a315d2ed812d8944ffa4c8c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34fdc2a4a65d9bf7997db48e9ed2ec9e497a42c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x34fe872a80360b6bedc293a50e719f317bcc285d,61240095441738710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3502d6d6555f56b97051fcb11dd7eaf9033daf45,5392788583025000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35054d9951180e1c5cf5eb5d16a8afc895836914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35058d81b52e3ecc9900f6a7a30b596def92d54b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x350c08d10cc6bca27ab585dc964b3fb662518c57,0,0,0,199990200000,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3510b937e38a8561c44c4101bc6656b0ff990c31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x351d3c4b5eec42ff5eaab28263f1d78e9f831102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3528b98bdb8983b154e60562e35b695c5b9a28c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x353416f1d51e5e556df5b9da0335c49be93282e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x353654ea4dc32aafd1fd7002904c4a23a6ba80ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x353861acaf46406e6474c25f6230db0f06f0420f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3538f5cad6c92bbb5ca08f22a54df7c162e62e6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x353bf85e9f3204b725283fbf51cb20136d6b1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x353d59e27925ff7e4131881f1c9b35a1af520d65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3543be68416d085710881831d30b5492b7fbfae6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35454037027015326c2e16f41d1fa02c29ea732b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3545ec1fd97eea4cc483bbba314539241e40cad6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3549a23889290b61a4b6748d31ae24c770040d02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x354a6f120f68582d37dc9bce251a5558d5c40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x354d05134bed8710a06f695e90a1d6c9a790f8bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644000000000000000000,0,0
0x35551b5ba1689df3056fc71aa2b5eed85cccafb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3557337798db2a32158dc972a445cfe1ac545b9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x356082f8b1b6758e64ada478c027f9ccf14f6922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3563c41a6230cbceca33cc6f18ef0ba6328fda0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3568eb71d4b88435b9f4e3d7bf816ac5eb5f5d03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x356d1e6ee8f672f1b47c1fcda2b84673009c3c5f,20721734090000000000,50974131580000000000,7232318156180000000000,8242526120,1231249990000000000,4752,813286668410000000000,1234567890000000000000,410907,2000000000000000000,0,0,0,0,0,0,25997538037980000000000
0x356d994161a8f92b80370c14adea6ca47c1a0db4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35711ccf60f1f284d6248c38d77e3bb371d1541e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3572c222ae1b567b79395f0fbcc78ec987358b06,199999999997750001024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35745391d5355f659a3fe6248cf6ed84494a3be6,0,5768613590421784952,0,0,0,4,24813671400000000000,0,0,0,0,0,0,0,0,0,0
0x357468c83ed328eb87a513df38aef5cc447043fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x357a0a210925a6b628af10da1cf57785a2c85bb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x357be3068c5be0382de7fad14c119baba184696c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x357c4d1e96252370ee0ee01ec7a912c9bab916ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3580d7e4f71c4a4987569dbd144b841c567230c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35836521ccf31e8f25f2093ca267182c8c7323f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x358667e046e6f0eae6731738256ace7fc4476af9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x358927de662402c8f7b7e4692cc900f81b2b718a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x358a7ad35868167a00acb4f1e23398827a3871c7,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000000000000000000,0,0,0
0x358e56fb28948210cf912355b96e35d4429034ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x358f1157e2aef7d9bc82ba7ea597e278ab08aeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35942e141ce75be154c549b93a907ed66418fd7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3597f64ff8411d160031e7388eaf011ac222c6e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x359a4c49ba06cef000441acc65ec6813c4097541,0,0,1500000000000000000000000,0,0,0,0,0,0,0,0,0,0,20000000000000000000000,0,0,0
0x359a654077bd99ca8ea574a97da38151b253ad4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35a673b72f1072df1dbc8ac3d8904ed4b8ff61e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35a91fea24ccb8e641d24fe909028850c71cc548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35bed8269dd2de8389254cc72de8dedfa8298b17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35c1f5e721e60b1382dd43af802dcdb0a463db81,0,300000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35c302364bca888670758e2bfab00b2c367f04e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35c47cc5917b12183912c469150794f0f71c9f77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35c50a38914d42cef30828ccb25fef87b5ae3c2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35ca25de5eb9070bea1d95a70ff370898d37e9b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35ccf750d09684418d463a7691b58de419804bf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35cf15cd50d745f79167f7f77b87bcc0ce7daa8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35d68fb24df0e54d44e6cc32f75f1cc891f57811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35deea7f36180f9cbe1ddf2606d6da7a3bf19311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35df75ee381767e5e2a82989bab88fb010464641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35e22bb89d3749e563305af61d97be0985f941b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35e99d257851f758981901de0dc551bda4929bc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35edf1953a24704cd44562e0ed5ff61f633d0eb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35ee61b5af86ce6a4081cd769371c432095cfcc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35f193db9963513ae5b04f89e4e63df78d32cfb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35f3052773760002532f0573e4b8c63be2a9446c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35f4315d894c49ad9a5f96a4abbac06b9f978fcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x35f6102df3f43eb1ccd00905fb716c9c788a5d9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x360522c63d023945f5d418dd67fe5e067c457ea4,0,0,0,0,0,0,0,0,0,615384615384615,0,0,0,0,0,0,0
0x3607be163de3d408dc6743f166d35567567867ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x360ac510a7aab22d188a55d0a6090008cd223203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x360d1fe2d5d1f3d8cc77b97d5d1122e152c83c9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36142d39d29fea7f391c07581534444ba2210628,0,791527019998644601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x361594b77248a60933af95b7450eab6796da1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3616b5244a90f7996bed01584b6d6d33d463dd41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x361c75931696bc3d427d93e76c77fd13b241f6f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x361ddd3d03d93daec04c579146a75458c3bf8e7c,13500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x361e2ffb217a657cf7ed6abd0be56b5a3724e4a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3620a74223ccf9e3af5db40b8c62f2582ee8fb6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x362358f67ce8ee753bf245c12b628d98e9d163c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000,0
0x3624f27008416aebf937ecb1d8421101cbe59fff,57411208010486000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x362cfeedff6ee5d76e363de612ea01a294bcea4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x362f1b2b7c3c5992a769939579fada0f7b04577d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36324b569543d36164a23a2481321416fda6adb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36349c48b5fee8c440fc7175a7fdd08be6c9d79b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3634e5914c736250a16d67b8ed3fd10a4e1a09bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x364654c33f5320d5d35aa58e60f8eb4e3a6f50b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x364c3b98d11de998edbba93bad053d39526f284f,0,0,0,0,0,0,0,0,0,0,200000000,0,0,0,0,0,0
0x365a812372f8998a57ac11482b618cd70ba0091d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x365acf1f31d33a9d4fcbcd0c59b640cddc9f3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x365dcec3f70e90f12e7be7f297abc6dc4c9ef499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3660769188e7db7dd3cbff1d7bf5622cc0a31cee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3661dbe9bd90565ca9100771bf1e91690f99c6c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36662c5f6605873c118270832c105a37f9ace7a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3673763f90e1adb9b0719ab6b418bda4f21301ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36753ca68082a545ddb6872d06a6b66e375eaa01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36774d89046b7a36419c5230da0df9b0e8e4c2a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36786c2ef40834810a6513f48a7ff497cda5f3af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3679b4dc3254b06836fe51c418bff44e127cfe98,0,0,0,0,0,0,0,0,0,0,0,0,0,5249786787000000000000,0,0,0
0x367c35206be14869ab1c0d8f5938f76f3f4c86e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x367d51c36c3db22540afd2112a7eb90ecb53371b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36812d2395c9c97dbfe15e7ae16e881483539656,0,0,0,0,0,0,0,0,0,277632747955249961,0,0,0,0,0,0,0
0x3682ae583f8c542ede42a9ca41105e5740b80d55,65477227447650370000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36890f688f24deb8106e0707d4d179d573bcc20c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x368e5b570669f032f62e4376e833728c63f6fe6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36964dae10a29d3eaaab3823aa798ea5ae387b4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3698aff63c4cf99a469adc5f438f40429c0a57ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x369d787f3ecf4a0e57cdfcfb2db92134e1982e06,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000000000000000,26000000000000000000,0,0
0x36a12e80fafedd43d4ae3c9d807f513d6f3f3d10,0,0,681003000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36a3b80cb331daa22baf0d4f0758801ab7b962dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36a62aa0fe6461a7f52efa1acbc9c5424d99b3ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36a81b0d41148606557ffa956f2af2e342d4f907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36a98c6c55d4f1257f23b76f98e85ed1a0c8e088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36aa773744ca9606abebb23df85a57b8c9cea76a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36b156a51c35f9ffa020329543adfd288301d086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36b3a0168837d8be89896b5f97eaea6cf9c7025f,0,0,0,0,0,109274,0,0,0,0,0,0,0,0,0,0,0
0x36ba245f96ff9e5ed402a8642deb169f72fe04c4,0,0,0,0,507250000000000,0,0,0,0,0,0,0,0,0,0,0,0
0x36bb6919ecda1e7370beb6adb87693c1efce7a50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36c49061226468e996b73eca780e7553c4a43c0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36c510bf8d6e569bf2f37d47265dbcb502ff2bce,62069410351300000,0,0,0,2823707915163600000000,300000,0,52000000000000000000000,0,0,0,0,0,0,0,0,0
0x36c58fd50da776caddb52d72fa8141c0c3c80f5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36ced6e164adbed4bc603d8b27974ae757b501bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36d1dfa1b9f00b2493b5cccab1420e86012439dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36d77de1c845bb4dcbcaa8ec7a6be61eafca9e29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36d7f4c4143334bc1a922086eb70fd6b601679d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36d81f643f4d962c68bdd14f7488397029e17d69,5000970000000000000000,0,0,0,2774503247434477475140,0,0,130000000000000000000,0,0,0,0,0,0,0,0,0
0x36e2a4b78bd7b6129b7f12f258f5d591cfecb66c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36e81541e514375c6c4f06d778133a34d3901806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36ea7ba2613108b33d3f6116e964cfb349b59e35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36ef4a5a419851c1828d4a069fb836a57bfef59b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36f1398ec649df15e160b055e977c3f147716a03,10000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36f1e48d9a95cc8a8d9be22ae136bbdc307ea25b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4019999999999999500,0,0
0x36f4d61a5adc77c7b1401ffe0f1deea45ab2d9d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x36fc2565e62f4d384cf8f48084f64081b89a2a5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3701183cb3305f58f005460ce2f828d7dd2f7ef3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x370203e45174e44c3c573e369ea801e41ff8875d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37080c4e7a34723789a0a3a1843526df602b0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37093256b72bcc7026238ed4015eef4001d870cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3714080f308be982f1554ed559cdbaa26d40c6d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3714ebebbf4aa7be3452ba6242ec1639585a0c9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x371a5e91d3cf58d9d063b038a1e7f7f8f037961f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x371c5e3c4c14c596dcc9709ec368fd2e965a69ec,10000000000000000000,20000053550686364406764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x371d4a87fe7df5e371277a9791228de7e122cfac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37253e9a01b3f81d93943b02fc658021005654f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37254fcc9c1c564d7c9200d30263ef3443b46491,0,0,89619183868980000000000,0,942620407653782753220,0,0,0,0,978822253449227982,0,0,0,0,0,0,0
0x3726412ab59e74262e01939ae2f5cdd889329634,0,0,0,258100000,0,0,0,0,0,0,0,0,0,0,0,0,0
0x372726095696df7cd29c610ba30fca7c18b953eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3728340ad9d88277e0905ffb468e02247b6d6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3728456384fae71a1d6fd0c1e8cf5307ba7daa9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x372e6cece1483667e75511e9d07b2e5a5497ea90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3734ac31544d081b78503c6348d6dc310c7dadc7,25045796670000000000,200580720092915214865,30000692307692307692307,15876049565,0,0,0,0,0,9352212418300653593,0,0,0,0,0,0,0
0x37357cb2e2001bcff80e0d7ccc5dea79af85ca34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x373a5c98667efd0e26537131786faa9b3b68528f,0,45815497104005883677343,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0
0x373af446b6549a9cdae1c3832d7a8a55663a18aa,0,0,0,0,0,63990,0,0,0,0,0,0,0,0,0,0,0
0x373b9ed8d9a5172be590ec8c0f163228d19ebf5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x374139a05ac55917badd3f934f1b93f5c8623ded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x374436b854287772578b839f9b06de87025eb8ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37461ce90f34bb79f85ae1d6ae5bac6023f7a56a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37477cd28ddcc69ba14a1f9a6b59e73ca7e209fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3748df21710086bdb6d2438313d64e39c9b43da3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37578b41845bb9d8152cfd8ae400f4be36da0f25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3757a7c57ea87e0f18440af92fdbc691bcdfec59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x375b953f70aa819e5f714d5365ac136514d9849e,225297771624900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x375f271d415b9ca13ed5420ae1563adc0958cefa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3765a8f43ab2b706e61ac48b5bdd2533cdb4816b,0,0,0,0,0,0,0,0,0,19799268966017651862,0,0,0,0,0,0,0
0x3768d4f1ade767fc5362d3d42531174cbc382f19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x376965f3e0d55f6828f1add535ebbd8096194ec3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x377357aa26523414300d0918d4aca9ed9751f347,0,1000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3773f693cb7743c47651ee87b901920256257572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x37784237ded6d377e3ba9337395b18b3d656de86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x377b309be7b42ad425cddaa6ce821efcfe94c947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3781336a2f0404f21e2637f9320ee65b1fd50a62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x378193eda4ef49bf9dd1fdb62825578df508520a,10000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3781dfd729d704231d81d8c1bfa982b7363a61bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x3783559c4432ec02df7e6159f101425aeed59308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x378868fd0f81c0e0afe7429598aafe738acbbba9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x378dbf424245c07aea97915e79c22bd45fa1daee,0,0,0,0,0,0,0,0,0,0,0,0,50000000,0,0,0,0
